gene,log2fc,-log10fdr
Smp_067580,-1.766252038,21.4775557664937
Smp_067800,-2.681444674,20.5451551399915
Smp_068080,-1.136135609,3.79343315940417
Smp_068090,0.972973749,7.87942606879415
Smp_068170,-0.929322188,5.25963731050576
Smp_068180,-9.791085182,42.9136401693253
Smp_068230,1.642149899,16.3746875490383
Smp_068240,-9.33538434,29.4473317838878
Smp_068280,-3.04735824,56.2083093509799
Smp_068340,-1.265827892,19.2365720064371
Smp_068480,-0.942669565,6.81815641205523
Smp_068500,-7.625038431,34.0096611452124
Smp_068510,-2.509837479,4.86966623150499
Smp_068530,-2.983745729,59.7351821769905
Smp_068680,-1.927283046,4.20971483596676
Smp_068780,0.641378827,3.72057034043702
Smp_068840,1.322005563,8.47755576649368
Smp_068920,1.421300324,12.7055337738384
Smp_068950,0.88046321,11.299296282855
Smp_068990,1.00346021,6.85698519974591
Smp_069120,-5.847526199,35.2806687130163
Smp_069160,1.271287602,8.27490547891853
Smp_069240,-3.356567722,33.1518108830086
Smp_069400,-2.753825145,11.2724587429714
Smp_069600,2.839247973,85.5767541260632
Smp_069820,-0.772943562,4.51286162452281
Smp_069870,1.427004846,12.6108339156355
Smp_069890,-4.054866195,26.3675427078153
Smp_069900,-1.502682717,19.5128616245228
Smp_070020,-4.346210987,24.4894549897934
Smp_070030,-3.089286463,43.2873502983728
Smp_070070,1.050964856,9.56224943717961
Smp_070090,-0.873743321,3.57066122306138
Smp_070100,-7.73039688,17.9244530386075
Smp_070170,0.970947823,6.16749108729376
Smp_070200,0.918039181,8.23882418684427
Smp_070240,-10.25778592,118.10347378251
Smp_070340,0.696147369,4.80966830182971
Smp_070380,-2.786172002,14.7375489102696
Smp_070540,0.819895344,4.59516628338006
Smp_070610,-2.513022945,16.241088107602
Smp_070630,-3.903078526,27.1784864715952
Smp_070640,-3.948366579,37.9706162223148
Smp_070770,-0.710895765,3.91454173154658
Smp_070780,-3.468872216,87.0472075569559
Smp_070860,-2.60316142,25.1499667423102
Smp_071000,-0.768039701,3.54161600418724
Smp_071050,-7.699481975,11.431798275933
Smp_071140,-0.873620956,8.70114692359029
Smp_071150,-1.264380655,19.0273344077339
Smp_071200,0.929428886,6.37365963262496
Smp_071250,-2.36265085,11.6252516539899
Smp_071380,-1.149747467,12.7772835288524
Smp_071390,-2.270339177,9.73048705578208
Smp_071410,-0.952440794,4.41228903498109
Smp_071540,0.676046899,3.21040095761116
Smp_071560,-0.701474579,7.78251605578609
Smp_071590,-0.707088361,3.20757258774746
Smp_071610,-2.296281894,24.698970004336
Smp_071630,-1.117306916,4.96257350205938
Smp_071810,-9.835364334,26.1797985405144
Smp_071840,-1.387616911,8.13906337929991
Smp_071890,3.095658054,27.0877779434676
Smp_071970,-1.489439179,20.267606240177
Smp_072080,0.880936435,3.08144546944973
Smp_072140,-1.959295115,7.46218090492673
Smp_072190,-1.849141496,8.15304467498018
Smp_072360,0.846319217,7.34872198600186
Smp_072370,0.713143208,4.80687540164554
Smp_072380,-0.816353196,3.08092190762393
Smp_072430,3.310618055,4.5016894462104
Smp_072450,-2.690904255,4.5185573714977
Smp_072460,1.315165032,3.61355276048638
Smp_072500,5.342890724,156.917214629684
Smp_072560,3.21736849,100.134303940084
Smp_072610,-5.669009333,4.36957212497498
Smp_072720,-0.798285457,7.40560744962457
Smp_072740,1.698879763,27.6595558851599
Smp_072870,1.751883914,7.64016451766011
Smp_072950,-0.855017158,9.21752737583371
Smp_073140,-1.260047341,7.49757288001557
Smp_073220,0.603276702,4.02456819149074
Smp_073270,-6.574632541,166.991399828238
Smp_073280,-3.041307975,61.6925039620868
Smp_073290,0.778523254,8.85698519974591
Smp_073300,2.922307314,72.1555228242543
Smp_073340,-1.214676307,15.3645162531851
Smp_073400,-2.276382693,21.4854522473397
Smp_073450,-3.313566709,12.2232988160116
Smp_073470,0.912559885,5.46852108295774
Smp_073490,-2.397985693,4.62160209905186
Smp_073570,-0.719802143,3.43146739918652
Smp_073590,-1.560501749,20.8210230527068
Smp_073600,-1.247890667,11.1023729087096
Smp_073610,0.595272885,5.70553377383841
Smp_073720,-1.046798812,7.0515870342214
Smp_073800,0.937217505,9.21538270736712
Smp_073830,0.938235135,11.9706162223148
Smp_073930,-0.701092579,6.11520463605102
Smp_074000,-2.353439513,16.3269790928711
Smp_074020,-0.712766873,5.82390874094432
Smp_074150,-3.630516865,58.9586073148418
Smp_074190,-2.394433774,10.1549019599857
Smp_074230,0.863534511,4.25649023527157
Smp_074390,1.265384795,14.1938200260161
Smp_074400,1.634127865,12.7055337738384
Smp_074430,-4.426901341,69.2749054789185
Smp_074450,-5.936591885,68.2218487496164
Smp_074460,-6.998084689,141.140861702705
Smp_074470,0.952938042,4.14874165128092
Smp_074560,-2.645819947,36.2975694635545
Smp_074570,3.526948238,41.0409586076789
Smp_074590,-2.159881047,16.5702477199976
Smp_074650,-2.728746837,57.4259687322723
Smp_074700,-1.994129799,6.93930215964639
Smp_074830,1.648922948,9.95078197732982
Smp_074880,1.0774896,8.16877030613294
Smp_074900,-0.616777008,3.06414825664642
Smp_074930,-1.007141851,15.3381873144627
Smp_075030,-1.187162445,4.36151074304536
Smp_075110,3.00169123,82.4775557664937
Smp_075130,-2.494666386,15.2055119533408
Smp_075140,-2.750234092,23.4400933749639
Smp_075260,-1.161043503,3.10226462345984
Smp_075280,-1.592696437,20.6882461389442
Smp_075350,-6.933580178,55.1655792963185
Smp_075360,-6.712053698,35.6038006529043
Smp_075370,-6.515460348,27.2652001704112
Smp_075390,-5.261653955,29.966576244513
Smp_075400,-5.831340524,70.301029995664
Smp_075420,-8.60675377,97.1797985405144
Smp_075430,-2.554330383,5.86012091359876
Smp_075440,-0.956743002,9.39254497678533
Smp_075450,1.127855987,3.99297807442132
Smp_075500,-6.39231696,58.1797985405144
Smp_075720,3.138000248,23.0716041477433
Smp_075770,-4.046707813,20.0752040042021
Smp_075800,-8.000031001,24.8013429130456
Smp_076010,-3.620451188,49.5638373529592
Smp_076050,1.014595236,8.85078088734462
Smp_076150,1.079083601,8.17069622716897
Smp_076300,-5.876526105,13.0034883278458
Smp_076370,-1.16299456,4.52724355068279
Smp_076400,-6.173737449,76.4584207560534
Smp_076450,1.238440334,13.9469215565166
Smp_076490,-3.772829791,9.28988263488818
Smp_076500,-1.606670349,9.84163750790475
Smp_076540,-0.942629947,4.86012091359876
Smp_076560,0.976137384,11.1687703061329
Smp_076630,1.205841356,13.9625735020594
Smp_076710,1.208085271,7.30980391997149
Smp_076860,-1.176293092,3.80242725310731
Smp_076880,1.530997501,14.6968039425795
Smp_076890,1.229051426,5.24108810760203
Smp_077070,0.813985622,3.73754891026957
Smp_077090,-1.575388409,16.2525881921136
Smp_077120,0.994568128,12.0985416786039
Smp_077180,3.392043937,47.3545777306509
Smp_077280,-1.512118991,7.38510278396687
Smp_077310,-3.45840248,10.5951662833801
Smp_077390,-1.287154436,8.11350927482752
Smp_077400,-1.045158222,10.1051303432547
Smp_077580,-5.525670656,23.8728952016352
Smp_077590,0.85922977,4.3269790928711
Smp_077610,-3.347258876,28.071092309756
Smp_077720,-2.721856129,17.4621809049267
Smp_077810,0.810381788,3.392199823055
Smp_077850,-4.811522171,69.9030899869919
Smp_077860,-8.83806941,22.0443122496865
Smp_077880,-3.381385309,9.92811799269387
Smp_077890,-6.732912712,16.181774106386
Smp_077900,-5.208908939,17.7189666327523
Smp_077920,-7.564372643,14.6307841425899
Smp_077980,-3.193636323,38.8601209135988
Smp_078230,-5.946713102,33.2564902352716
Smp_078240,1.088918465,10.8153085691824
Smp_078270,0.99049344,7.13846558914096
Smp_078280,1.707475343,24.6516951369518
Smp_078310,1.552805765,22.8507808873446
Smp_078320,0.627675161,4.0017406615763
Smp_078400,-0.630531192,3.03387094414978
Smp_078410,0.819815033,4.66154350639539
Smp_078420,0.681838282,5.31515463835559
Smp_078550,1.402930653,9.80134291304558
Smp_078690,-5.254090216,16.9625735020594
Smp_078700,0.718860788,3.52287874528034
Smp_078720,2.044223886,6.2518119729938
Smp_078750,-1.1368554,16.3496924768681
Smp_078900,1.230438753,14.7189666327523
Smp_078920,3.461406491,81.0545314148682
Smp_079000,-1.693159392,25.5272435506828
Smp_079010,-1.894498996,36.6126101736613
Smp_079050,2.829326868,85.0181813928293
Smp_079220,-1.033035344,4.4294570601181
Smp_079310,-0.652519007,3.60538723980627
Smp_079380,-1.77525889,14.8041003475908
Smp_079390,0.865932056,8.25492520841794
Smp_079410,0.930896956,5.23210238398191
Smp_079420,-0.871823244,3.07702088849491
Smp_079450,-0.844731924,8.02826040911222
Smp_079480,-2.4885387,22.4056074496246
Smp_079560,3.364484504,103.357535479758
Smp_079610,2.084565386,26.245651664289
Smp_079640,-5.21226355,13.0746879085004
Smp_079650,0.829633983,4.94309514866353
Smp_079710,-0.664067421,3.36768445874901
Smp_079730,1.016511009,8.97469413473523
Smp_079760,-1.242085941,13.3757179041643
Smp_079770,-1.29000846,10.6126101736613
Smp_079800,1.057497273,5.31069114087638
Smp_079840,-1.016855986,9.25414480482627
Smp_079920,-0.768738794,5.68824613894425
Smp_079950,-1.730476606,22.2572748686953
Smp_080040,0.66020719,3.50638164515725
Smp_080100,-1.113618956,13.4775557664937
Smp_080110,-0.638736585,3.71888705728453
Smp_080210,-5.13378979,59.2380721615795
Smp_080320,-1.962558137,11.3872161432803
Smp_080360,3.026268774,14.5072396109732
Smp_080520,1.158337549,5.69250396208679
Smp_080650,-6.351931969,43.8446639625349
Smp_080670,-1.058598187,5.78781239559604
Smp_080730,2.867271175,86.4634415574285
Smp_080740,1.189927939,3.14630178822383
Smp_080820,-9.880065752,38.2097148359668
Smp_080840,1.371166889,11.3861581781239
Smp_080850,0.859396696,10.7772835288524
Smp_080860,-3.292159314,18.5128616245228
Smp_080870,1.864659348,8.79588001734407
Smp_081190,-3.492307667,26.5185573714977
Smp_081250,-5.398737876,16.3575354797579
Smp_081260,-0.622311087,3.70229418938358
Smp_081370,-1.298961844,3.80687540164554
Smp_081420,2.15901921,9.48412615628832
Smp_081430,-9.631934274,122.116338564846
Smp_081450,0.625951129,4.21968268785985
Smp_081470,-4.313161852,29.4841261562883
Smp_081620,-2.882619792,7.84466396253494
Smp_081720,-5.410359711,29.6536470255494
Smp_081900,-1.429965918,6.31425826139774
Smp_081920,-7.808078418,33.139661993429
Smp_082030,-1.569249192,7.70553377383841
Smp_082120,-1.115897652,13.6439741428069
Smp_082250,-3.67333557,43.5718652059712
Smp_082280,0.924058304,7.97061622231479
Smp_082300,-2.318425492,4.68824613894425
Smp_082360,-1.668855862,4.90657831483777
Smp_082370,4.362969252,55.546681659953
Smp_082420,-1.163056417,4.43062609038495
Smp_082430,-2.43097453,9.91364016932525
Smp_082460,3.303744573,6.71444269099223
Smp_082490,2.741859796,53.3819519032879
Smp_082580,-3.237276469,3.32445261046091
Smp_082670,1.517926292,22.5968794788242
Smp_082710,-0.76161874,5.1605219526258
Smp_082740,-1.943891462,15.0056828473304
Smp_082780,-0.927913872,6.66354026615147
Smp_082810,-1.313418155,21.9430951486635
Smp_082830,-6.180241816,40.0357403698032
Smp_082850,0.766562258,4.55752023093555
Smp_082940,-0.793253862,5.30980391997149
Smp_083120,0.82427077,6.29073003902417
Smp_083150,-0.825002883,4.79048498545737
Smp_083220,-4.311171582,20.8794260687941
Smp_083340,0.942293582,4.42365864979421
Smp_083380,-1.107116484,12.2660007134616
Smp_083400,-0.837652452,4.04720755695591
Smp_083430,-8.271897149,56.0721165896693
Smp_083450,0.766580436,3.40230481407449
Smp_083540,-1.334240364,16.3968556273798
Smp_083680,1.057225347,10.5171264163912
Smp_083710,3.423794938,120.021363051616
Smp_083720,-0.960706519,3.9167733810135
Smp_083770,2.1761231,14.2660007134616
Smp_083780,1.227527464,12.177831920632
Smp_083790,1.108169714,8.80687540164554
Smp_083800,-7.029124118,23.9172146296835
Smp_083990,-0.975853109,6.15428198203334
Smp_084010,-3.587160173,14.7569619513137
Smp_084090,-3.709683395,41.3160528692485
Smp_084270,-4.221853272,4.40230481407449
Smp_084380,0.788133368,7.42596873227228
Smp_084400,-0.802030253,7.58335949266172
Smp_084450,2.225352068,13.6595558851599
Smp_084460,1.358962648,6.69464863055338
Smp_084600,-0.736053372,5.55595520408192
Smp_084620,1.333414487,18.7055337738384
Smp_084640,1.611463309,6.80687540164554
Smp_084650,1.075972107,7.22112552799726
Smp_084740,0.747271603,5.56863623584101
Smp_084830,-1.042868792,6.83564714421556
Smp_084860,1.336947926,7.91364016932525
Smp_084870,0.752423531,5.39577394691553
Smp_084950,2.770512924,14.7644715530925
Smp_085010,-8.15168925,99.5654310959658
Smp_085080,-0.914775748,3.68506311936566
Smp_085150,-1.547649996,33.6497519816658
Smp_085180,-9.763029339,65.1844222516757
Smp_085240,-2.240885246,48.7670038896078
Smp_085290,-1.690532495,8.16749108729376
Smp_085380,-1.012546691,3.01818139282934
Smp_085410,-2.773065304,23.9430951486635
Smp_085480,0.655438175,4.92445303860747
Smp_085490,1.909412997,33.6516951369518
Smp_085500,0.593657183,3.58004425151024
Smp_085520,-1.09245609,6.84163750790475
Smp_085530,-0.850676601,6.78251605578609
Smp_085540,-3.117286036,11.0579919469777
Smp_085640,0.635247737,6.14691047014813
Smp_085790,1.173492338,6.70996538863748
Smp_085830,-1.329180776,13.4449055514217
Smp_085840,-9.056419474,15.0017406615763
Smp_086190,-2.319470286,36.3914739664228
Smp_086210,-0.902048287,4.51286162452281
Smp_086220,1.882618043,17.9625735020594
Smp_086270,1.034549236,7.7619538968712
Smp_086330,-3.735695923,39.8181564120552
Smp_086460,1.332070254,13.3882766919927
Smp_086470,-2.383582933,18.4841261562883
Smp_086480,-4.405298197,36.5734887386354
Smp_086530,-9.569970019,68.8013429130456
Smp_086690,-0.762335069,4.96257350205938
Smp_086750,1.421031458,16.7447274948967
Smp_086760,-0.882484981,7.04914854111145
Smp_086830,-2.718094387,15.6946486305534
Smp_086900,-1.487154542,12.6382721639824
Smp_087010,2.677869808,42.7851561519523
Smp_087250,-4.65592728,36.7281583934635
Smp_087270,1.193988915,18.7644715530925
Smp_087320,3.776343145,35.8096683018297
Smp_087340,1.149932979,14.9625735020594
Smp_087430,-2.204523434,5.27490547891853
Smp_087520,0.895817582,5.93930215964639
Smp_087550,-1.130843691,10.1157712303674
Smp_087560,-1.588724881,9.58004425151024
Smp_087580,-1.508639917,13.181774106386
Smp_087620,-0.96982378,10.4634415574285
Smp_087810,0.743290417,5.23507701535011
Smp_087860,-0.717930683,5.11182050608168
Smp_087940,-0.945174458,5.3767507096021
Smp_088060,-3.835512037,17.0530567293022
Smp_088090,-3.171867108,3.45345733652187
Smp_088240,-1.593198516,18.6401645176601
Smp_088260,-1.453101919,14.1106982974937
Smp_088270,-1.754700762,6.23136189875239
Smp_088360,-8.884014554,9.71219827006977
Smp_088550,1.192096466,16.0250280057019
Smp_088600,1.374432148,9.45345733652187
Smp_088620,-1.557826837,12.7189666327523
Smp_088650,-0.739371159,5.63078414258986
Smp_088800,1.097182288,11.6615435063954
Smp_088990,0.635394929,4.16685288808721
Smp_089000,-1.219782853,7.12842706445412
Smp_089100,-1.468359686,8.32513885926219
Smp_089120,-0.689292992,3.35261702988538
Smp_089180,0.6630814,3.51962363248151
Smp_089200,-0.969090418,4.71444269099223
Smp_089220,-2.773019923,50.6536470255494
Smp_089230,0.778323162,4.17979854051436
Smp_089240,-0.752585003,5.55752023093555
Smp_089290,-6.094886468,34.4921441283042
Smp_089320,-4.583926379,10.6798537138889
Smp_089460,-1.492972294,16.3990271043133
Smp_089550,0.999800423,4.10846254232744
Smp_089570,-2.595483665,5.50307035192678
Smp_089630,0.965626801,9.08407278830288
Smp_089640,-1.139792669,8.51999305704285
Smp_089670,-3.071137262,10.1687703061329
Smp_089870,-1.344387941,6.63638802010786
Smp_090010,-6.390360488,17.6270879970299
Smp_090030,1.308959152,19.7904849854574
Smp_090070,1.169304218,15.1354889189416
Smp_090080,-4.463614774,39.9913998282381
Smp_090140,0.843775832,4.45469288353418
Smp_090220,-1.579013106,19.1844222516757
Smp_090240,-0.789121565,5.14874165128092
Smp_090340,1.981718932,20.3575354797579
Smp_090370,1.140906202,16.5451551399915
Smp_090440,1.092324614,10.2291479883579
Smp_090450,1.287084406,11.9546770212133
Smp_090520,-2.679910747,20.0752040042021
Smp_090790,-1.320293554,5.97469413473523
Smp_090800,-1.566909272,13.838631997765
Smp_090930,1.155447308,13.6401645176601
Smp_091230,-1.392702519,5.37161106994969
Smp_091390,0.964643278,7.86966623150499
Smp_091460,-3.842577794,54.4034029043735
Smp_091640,0.859314847,3.99081690252688
Smp_091650,-1.301885838,16.6716203965613
Smp_091730,-1.377407065,19.1870866433571
Smp_091790,-1.377238751,14.3001622741328
Smp_091810,0.969880145,11.8326826652518
Smp_091820,-2.194556492,43.2373214362726
Smp_092020,-2.83713402,21.838631997765
Smp_092150,-3.927485148,10.8927900303521
Smp_092170,0.59538065,3.35127123928801
Smp_092180,0.845892277,3.11013827874181
Smp_092380,-0.804642095,4.22112552799726
Smp_092390,0.74723785,3.21235465315589
Smp_092460,-2.746428241,5.63827216398241
Smp_092490,-0.684302935,3.99531758092351
Smp_092500,-1.370622765,13.5482135644757
Smp_092580,-1.416075365,10.2915790998653
Smp_092780,0.648900793,3.37059040089728
Smp_092810,-1.284460776,6.07520400420209
Smp_092930,1.235243415,10.2907300390242
Smp_092950,1.018510537,7.42596873227228
Smp_093110,-8.506863614,10.632644078974
Smp_093160,-1.711594959,8.32422165832591
Smp_093210,-4.56711099,7.50723961097316
Smp_093220,-0.971571982,8.17587416608345
Smp_093430,1.429182396,15.732828271597
Smp_093450,1.558424395,19.2806687130163
Smp_093580,1.083552584,11.2865094569061
Smp_093630,-1.199898086,19.7721132953863
Smp_093670,-1.274789078,3.43028908691174
Smp_093690,0.998329333,5.38933983691012
Smp_093700,-0.981273058,8.93181413825384
Smp_093710,-3.716184145,5.74714696902011
Smp_093740,-0.856790286,7.45842075605342
Smp_093780,1.910212524,7.41228903498109
Smp_093840,-1.340038979,14.5272435506828
Smp_093930,-1.616347164,18.1337126609158
Smp_094020,0.955284746,9.00217691925427
Smp_094050,0.735027437,4.79588001734407
Smp_094090,-0.766002519,4.50863830616573
Smp_094140,2.45856188,57.7281583934635
Smp_094190,-2.360489605,39.1542819820333
Smp_094250,0.892829158,8.65560772631489
Smp_094320,0.780346613,6.87614835903291
Smp_094360,0.642188286,5.60906489289662
Smp_094470,-0.667510194,4.77728352885242
Smp_094480,-0.972870993,9.45967052520913
Smp_094500,-1.522383135,10.8446639625349
Smp_094570,1.454957888,16.4948500216801
Smp_094630,1.110135353,12.0296531237699
Smp_094640,0.768333964,6.1890957193313
Smp_094710,-4.860897408,12.1662156253435
Smp_094820,-0.734688638,5.03810452633215
Smp_094880,-1.332318034,15.0996328713435
Smp_094920,1.49675553,22.2941362877161
Smp_095140,0.766325942,4.78251605578609
Smp_095150,0.688416965,3.48863676744769
Smp_095200,2.760143897,3.27680958308905
Smp_095250,-1.42121307,15.966576244513
Smp_095350,-2.578498278,12.6615435063954
Smp_095360,-1.171705663,6.64206515299955
Smp_095410,0.681963479,4.54668165995296
Smp_095520,-5.975413604,78.6420651529995
Smp_095580,-1.841823449,29.4775557664937
Smp_095620,-2.246042452,31.5157001606532
Smp_095630,-2.272485879,22.7099653886375
Smp_095880,1.487911648,6.79860287567955
Smp_095910,-2.014313519,27.1450869776921
Smp_095980,-6.409398166,16.1536628878702
Smp_096000,-4.028250505,16.4685210829577
Smp_096020,-1.481364102,9.06398920428479
Smp_096160,1.081944525,6.27083521030723
Smp_096250,-0.973803768,4.70774392864352
Smp_096270,1.098132922,7.05453141486818
Smp_096360,1.329125923,18.7569619513137
Smp_096390,-1.701060412,6.66354026615147
Smp_096410,-3.33829214,19.040481623027
Smp_096450,0.918665146,8.89619627904404
Smp_096480,-3.523398185,14.8153085691824
Smp_096670,-1.46281909,9.41907502432438
Smp_096720,-0.97575409,7.3429441471429
Smp_096760,-2.605920524,15.8446639625349
Smp_096780,-0.878426744,7.1438755557577
Smp_096790,-4.707618534,38.9546770212133
Smp_096840,-1.359827972,5.56224943717961
Smp_096900,0.978140545,9.31158017799729
Smp_097020,-0.600373875,3.98906433529561
Smp_097090,0.63253059,3.27022632865726
Smp_097110,0.99391731,4.51286162452281
Smp_097180,-1.422559791,4.92081875395237
Smp_097250,0.938713196,6.01233373507373
Smp_097320,-1.045937166,8.93554201077308
Smp_097500,-3.398602924,43.2700257143004
Smp_097590,1.314220299,16.3615107430454
Smp_097640,-2.129036768,10.2773660774662
Smp_097660,0.882454334,6.49894073778225
Smp_097730,-0.787368364,6.97881070093006
Smp_097810,-1.019083631,13.4762535331884
Smp_097830,0.945917423,5.73048705578208
Smp_097940,-3.173721791,25.369572124975
Smp_098250,-1.480513723,3.90657831483776
Smp_098300,-4.426664336,9.23957751657679
Smp_098340,-7.923482062,38.7825160557861
Smp_098370,-0.780270448,8.17198493577602
Smp_098550,-5.658026512,42.1573907603894
Smp_098590,-1.267279076,8.73754891026957
Smp_098650,-0.854641486,4.93554201077308
Smp_098710,-2.379255246,45.1180450286604
Smp_098760,1.388448835,12.4100503986743
Smp_098840,-1.147831555,13.7033348097385
Smp_098850,2.570288785,30.8477116556169
Smp_098980,0.949436601,10.5767541260632
Smp_099150,-1.939629915,20.3223930472795
Smp_099310,-1.104950553,11.1958605676646
Smp_099440,-3.862402854,8.71219827006977
Smp_099560,0.650033403,4.44249279809434
Smp_099630,0.662278955,3.69985251818921
Smp_099690,-0.807671128,3.97998695556259
Smp_099770,-7.851009783,61.5528419686578
Smp_099850,-1.156114593,13.0443122496865
Smp_099890,-3.1177192,18.3133637307377
Smp_100030,1.663046734,30.6345120151091
Smp_100040,-1.208980128,14.1938200260161
Smp_100090,1.460061354,12.7798919119599
Smp_100350,-1.857167732,13.345823458122
Smp_100380,1.908688514,19.0017406615763
Smp_100790,3.702761487,12.6478174818886
Smp_101050,2.226287823,7.95078197732982
Smp_101100,5.133998685,34.7904849854574
Smp_101240,0.66143904,3.6345120151091
Smp_101290,-1.704325826,11.2284125191187
Smp_101300,1.217268694,5.20411998265593
Smp_101630,1.293029437,8.13608262304214
Smp_101670,0.823783549,5.08990945440593
Smp_101820,2.348732315,35.9430951486635
Smp_101970,-6.40022795,15.0222763947112
Smp_102160,-1.370233655,7.46218090492673
Smp_102190,-7.688100865,16.478861916296
Smp_102210,-2.570985327,13.9100948885606
Smp_102400,-3.61199576,8.84163750790475
Smp_102430,3.200350504,15.4067139329795
Smp_102480,-1.100327378,6.34486156518862
Smp_102690,1.035866618,12.5800442515102
Smp_102780,-3.350513993,20.9208187539524
Smp_102960,-1.6102973,20.0056828473304
Smp_103000,-1.908701151,14.0315170514461
Smp_103090,0.710695852,4.69680394257951
Smp_103100,0.741439034,7.32975414692588
Smp_103140,-6.49340717,13.8477116556169
Smp_103160,-1.180191144,9.66154350639539
Smp_103200,-1.810036332,31.1605219526258
Smp_103330,-0.777808633,3.6945454441239
Smp_103530,-2.477761262,33.6439741428069
Smp_103540,1.375383748,23.9172146296835
Smp_103560,-0.797787587,5.24108810760203
Smp_103610,-8.155380323,30.7825160557861
Smp_103790,-3.524328475,29.1348960253589
Smp_103810,1.564001918,21.1487416512809
Smp_103930,0.775288321,6.22914798835786
Smp_103990,0.820350757,8.7281583934635
Smp_104110,-4.575586019,33.9546770212133
Smp_104270,-3.381305299,60.7904849854574
Smp_104330,-0.747796134,4.06048074738138
Smp_104360,-2.09411806,8.44009337496389
Smp_104390,-2.152043459,17.3334820194451
Smp_104450,3.138694059,11.9625735020594
Smp_104470,1.049258684,11.2765443279648
Smp_104520,-1.211000474,15.430626090385
Smp_104600,0.740057288,7.0195421077239
Smp_104630,0.724664955,5.88272870434424
Smp_104670,-0.691043328,5.97469413473523
Smp_104730,-1.063942366,5.15552282425432
Smp_104790,1.166303091,4.19178902707578
Smp_104860,0.671464846,5.12033079436795
Smp_104970,-1.801839173,7.08460016478773
Smp_104980,2.027551771,25.6439741428069
Smp_105020,-4.123584233,20.3685562309868
Smp_105040,-1.257138557,8.62708799702989
Smp_105080,1.428121903,4.87942606879415
Smp_105100,-2.88404293,5.02872415126189
Smp_105220,-3.425659255,13.2328441339178
Smp_105340,-4.024963576,18.3467874862247
Smp_105360,1.614095882,6.57024771999759
Smp_105370,-3.584984815,14.2564902352716
Smp_105410,-10.04998809,151.536107011014
Smp_105420,-8.4123182,33.9913998282381
Smp_105450,-8.747354952,37.0757207139381
Smp_105480,-1.768255932,14.4867823999321
Smp_105540,0.706004248,3.37571790416433
Smp_105700,1.311451972,15.1561445773768
Smp_105710,-1.075098288,6.45842075605342
Smp_105730,-4.878811954,14.6861327796308
Smp_105860,1.158130882,12.1163385648464
Smp_105910,1.552418085,9.26280735729526
Smp_105930,1.374177416,18.2628073572953
Smp_105950,-1.409859719,15.4948500216801
Smp_105960,1.106994282,12.9030899869919
Smp_105970,0.909594913,4.03432802877989
Smp_106010,-9.571827948,54.698970004336
Smp_106040,1.970007743,22.5951662833801
Smp_106080,-0.776730181,5.01367622294923
Smp_106110,-3.886267517,11.8538719643218
Smp_106750,3.803355989,4.81247927916354
Smp_107810,4.405364498,4.02410886359821
Smp_108050,-2.916397798,7.16557929631847
Smp_108320,-1.216516059,3.09474395125155
Smp_108390,-1.432922296,5.48017200622428
Smp_108600,2.566248044,11.7544873321858
Smp_109090,1.287259256,5.10957898119909
Smp_109300,6.273423579,6.21538270736712
Smp_109320,3.85443336,12.3675427078153
Smp_110280,1.821340196,17.478861916296
Smp_110310,1.855496211,5.89279003035213
Smp_110400,4.090425661,4.16430942850757
Smp_110480,3.41125839,14.6968039425795
Smp_111640,5.543388087,5.3269790928711
Smp_112450,-7.408203699,22.7798919119599
Smp_112480,3.643128835,16.4841261562883
Smp_112910,2.728013643,14.7986028756795
Smp_112930,3.885282198,6.86646109162978
Smp_113200,0.916239637,3.17212757298668
Smp_113630,0.763406293,6.45469288353418
Smp_113710,2.229429489,3.42746992932196
Smp_114090,-0.969670687,5.60205999132796
Smp_114180,-6.167770073,9.16115090926274
Smp_114220,1.127519826,6.80687540164554
Smp_114450,-2.246248233,4.56224943717961
Smp_114540,-1.638017084,4.87289520163519
Smp_114590,1.651858894,5.58838029403677
Smp_114620,-3.533700422,25.3381873144627
Smp_114660,-5.816479196,8.92081875395237
Smp_114740,3.374527173,10.3798639450262
Smp_114900,-1.339706246,6.15801519540989
Smp_116270,-6.497230124,4.47366072261016
Smp_116360,1.605287435,10.4122890349811
Smp_116370,-8.843887487,19.5044556624536
Smp_116800,-3.274173102,7.47495519296315
Smp_117810,-2.008588392,33.0231916626619
Smp_117920,-5.301782752,37.6497519816658
Smp_118010,-2.460796658,3.69890486504906
Smp_118280,1.248360751,4.96257350205938
Smp_118560,-3.842687543,4.8153085691824
Smp_118570,0.918181834,4.03905380426617
Smp_118760,1.532273028,20.1220530483708
Smp_118830,-0.676357924,4.23732143627256
Smp_118850,-5.52071958,18.2557070168773
Smp_118960,1.225281141,3.40702314548136
Smp_118970,-0.926113287,7.38721614328026
Smp_119020,1.156441119,5.80966830182971
Smp_119050,-3.457786761,8.08092190762393
Smp_119110,-1.25071968,3.82326646028164
Smp_119140,1.787354959,9.86646109162978
Smp_119170,-1.532215116,4.30627305107635
Smp_119910,3.082993016,86.1784864715952
Smp_119980,-1.496594585,21.3872161432803
Smp_120070,-4.621900355,16.8268137315877
Smp_120320,1.003617936,6.1505805862031
Smp_120350,1.428803282,16.6798537138889
Smp_120360,1.072653686,11.8068754016455
Smp_120640,0.796046627,7.67778070526608
Smp_120700,-2.488383729,44.3288271572849
Smp_120900,1.190117051,4.48678239993206
Smp_120960,0.941366191,7.87614835903291
