gene,log2fc,-log10fdr
Smp_008490,-2.934594527,77.3496924768681
Smp_008500,0.725786132,6.47108329972234
Smp_008580,-0.862462962,5.61798295742513
Smp_008610,-4.901083002,80.4962093169428
Smp_008660,-1.315489246,7.99567862621736
Smp_008710,-3.66394158,34.7495799976911
Smp_008770,-0.734684495,3.68936615503099
Smp_008830,1.200947613,14.8827287043442
Smp_008850,-4.474403579,7.85387196432176
Smp_008860,-2.233830443,12.3904055907748
Smp_008920,-5.235227794,15.0856568428806
Smp_009020,-11.55827587,28.1040252676409
Smp_009030,2.230730077,43.2700257143004
Smp_009040,-11.47840652,37.4934949675951
Smp_009230,-5.321762369,10.698970004336
Smp_009320,-1.005979538,3.14196656329744
Smp_009400,1.174085214,14.5199930570428
Smp_009520,0.927540777,8.040481623027
Smp_009550,1.504170204,28.3439017979872
Smp_009580,-2.71237988,6.59345981956604
Smp_009600,3.1309421,104.995678626217
Smp_009710,0.667826492,4.97469413473523
Smp_009760,-0.792820287,3.02918838912748
Smp_009780,-1.128956335,4.71444269099223
Smp_009800,-2.44149873,8.24872089601666
Smp_010090,-0.978664842,4.18243463044022
Smp_010250,-1.033005953,9.11069829749369
Smp_010280,-1.023744161,5.75448733218585
Smp_010450,-3.844155331,26.9706162223148
Smp_010550,-11.50477367,67.600326278519
Smp_010690,-1.432263401,13.6197887582884
Smp_010710,-0.989946286,5.68613277963085
Smp_010770,-1.562595424,6.79048498545737
Smp_010820,-1.455126184,6.47886191629596
Smp_010930,1.004725741,5.18243463044022
Smp_011000,0.792086359,4.80966830182971
Smp_011030,1.90659118,7.86646109162978
Smp_011180,5.933193279,107.524328811676
Smp_011220,-1.909009987,15.5301779840218
Smp_011270,-4.499083356,57.1877553031996
Smp_011430,-6.249526165,20.5016894462104
Smp_011560,-2.278110674,11.1140736601986
Smp_011660,-0.974754483,4.86012091359876
Smp_011680,-2.741266944,21.0199966284163
Smp_011690,-1.327115127,3.70838698306012
Smp_011700,-1.122023182,5.36552272983927
Smp_011720,-0.628455362,3.04165307931861
Smp_011740,1.00185741,9.5016894462104
Smp_011830,-5.854276,44.7351821769905
Smp_011870,4.921802178,29.5142785735184
Smp_011980,0.812814022,7.9100948885606
Smp_011990,-0.91405489,5.56066730616974
Smp_012050,-1.722100849,3.88596645743559
Smp_012350,-1.806883255,28.4485500020271
Smp_012380,-4.047781395,11.4881166390211
Smp_012440,-3.263865491,33.5301779840218
Smp_012480,1.193746396,17.1203307943679
Smp_012570,0.990699082,10.7798919119599
Smp_012580,-1.106347333,10.7166987712964
Smp_012670,0.702207188,3.68824613894425
Smp_012690,0.598150764,4.84163750790475
Smp_012740,-1.399831929,12.4259687322723
Smp_012780,-0.750075219,5.87289520163519
Smp_012810,-3.448466936,18.4202164033832
Smp_012980,0.90625013,7.76700388960785
Smp_013040,-1.471088349,11.9507819773298
Smp_013080,-1.131003483,5.32605800136591
Smp_013210,1.39496557,4.33348201944512
Smp_013300,-0.611548414,3.36257131616798
Smp_013310,-6.467599986,9.07935499859321
Smp_013370,-0.800213937,5.72353819582676
Smp_013440,-1.721883242,11.1555228242543
Smp_013460,-1.109697589,16.170696227169
Smp_013570,1.046459134,3.27040356115907
Smp_013610,1.782533877,14.2464169411071
Smp_013630,-2.296494824,4.28567024025477
Smp_013790,0.888428406,5.57675412606319
Smp_013860,-1.518985048,21.7825160557861
Smp_013970,3.877329157,69.7304870557821
Smp_014020,-0.664184617,4.67366413907125
Smp_014080,-2.052032944,7.74232142513082
Smp_014170,-1.374821057,13.2125395254816
Smp_014290,-0.940165938,7.03198428600636
Smp_014400,0.719177439,3.49894073778225
Smp_014420,1.861881026,9.89279003035213
Smp_014430,2.151471047,5.91364016932525
Smp_014440,1.318731227,4.71669877129645
Smp_014570,-8.084490461,60.2232988160116
Smp_014610,-7.477919772,17.7670038896078
Smp_014660,-1.833338373,21.9956786262174
Smp_014680,-2.867785118,24.9244530386075
Smp_014800,-0.771982892,5.87614835903291
Smp_014820,-2.330828199,19.0501222959631
Smp_014840,-2.012981403,11.3595185630296
Smp_014850,0.716000995,4.70333480973847
Smp_015030,-1.255704786,8.22914798835786
Smp_015070,-2.042972094,35.3410351573356
Smp_015190,5.418816454,67.2448877336049
Smp_015220,1.629492018,13.546681659953
Smp_015390,-1.404797768,19.6819366650372
Smp_015530,0.742129253,4.37882371822496
Smp_015630,-4.486891119,15.9244530386075
Smp_015670,-2.542221843,8.15801519540989
Smp_015690,1.342740062,7.70333480973847
Smp_015860,-1.191520868,5.90308998699194
Smp_015980,-1.285586231,8.75696195131371
Smp_016050,1.183102481,10.6840296545431
Smp_016090,1.249462602,9.92811799269387
Smp_016200,-0.628030005,3.20594646511485
Smp_016230,-3.731772613,12.1146387799685
Smp_016240,4.02039795,19.6840296545431
Smp_016250,0.720395306,5.014573525917
Smp_016390,-0.83941406,8.55752023093555
Smp_016410,0.932959384,8.2580609222708
Smp_016490,-7.971370494,39.6090648928966
Smp_016510,-0.777022551,3.19570855711319
Smp_016540,5.118969662,27.7447274948967
Smp_016600,-5.825348511,104.341988603343
Smp_016670,-1.183320792,9.3840499483436
Smp_016730,1.489673045,9.0515870342214
Smp_016750,7.492389613,4.78781239559604
Smp_016780,-5.166225278,23.4497716469449
Smp_016810,0.748620103,4.60032627851896
Smp_016840,1.261184446,16.4534573365219
Smp_016870,3.02678188,102.114638779968
Smp_016890,0.705045092,4.58169870868025
Smp_016900,0.814498823,4.23582386760967
Smp_017080,1.142946676,7.64016451766011
Smp_017230,-0.952150113,9.03715731879876
Smp_017350,-3.220639955,10.2175273758337
Smp_017420,-2.950083207,34.9318141382538
Smp_017430,-1.3710889,7.14752000636314
Smp_017520,-1.024009875,6.44855000202713
Smp_017640,1.032066521,10.1118205060817
Smp_017660,-1.112717559,4.05060999335509
Smp_017670,1.611205804,10.3893398369101
Smp_017710,-2.703812393,33.3429441471429
Smp_017730,-3.408141499,37.378823718225
Smp_017810,0.752646083,4.02090709936167
Smp_017880,-1.129594115,6.79860287567955
Smp_017890,0.671126093,3.73436628141981
Smp_018010,0.601754572,4.10347378251045
Smp_018030,1.14912553,15.4353339357479
Smp_018150,-1.563769876,11.9469215565166
Smp_018220,1.484726438,16.3269790928711
Smp_018250,-4.795741785,24.0506099933551
Smp_018260,-2.653405965,44.9172146296835
Smp_018280,1.51200213,27.4271283977995
Smp_018290,1.663783199,14.5003129173816
Smp_018360,-1.682687911,26.896196279044
Smp_018440,-1.49365454,4.57186520597121
Smp_018490,1.062843061,4.20134935455473
Smp_018550,-1.659595492,13.6655462488491
Smp_018580,1.942758052,28.1758741660834
Smp_018620,-0.663215994,6.39147396642281
Smp_018680,-0.842277606,6.41907502432438
Smp_018690,-4.265241143,18.3115801779973
Smp_018710,-1.326176833,15.2580609222708
Smp_018720,3.605376837,20.3605135107314
Smp_018730,3.299796309,65.5670307091256
Smp_018790,-0.727612554,3.20514403942288
Smp_018870,1.728244614,20.6345120151091
Smp_018930,1.660253612,11.6716203965613
Smp_018940,-3.361298247,16.6536470255494
Smp_018950,1.017835908,10.2262135550188
Smp_019010,1.024902153,10.7351821769905
Smp_019030,-1.575117099,16.1029229967906
Smp_019130,1.048509786,12.6439741428069
Smp_019170,1.334672884,17.1542819820333
Smp_019190,0.914599578,8.30980391997149
Smp_019210,-6.413257764,27.097453220686
Smp_019280,-0.997330089,3.29733600685994
Smp_019310,-4.011227049,45.8538719643218
Smp_019340,-0.734770266,5.30277065724028
Smp_019350,-5.604943696,26.9208187539524
Smp_019490,-1.044375267,8.86646109162978
Smp_019620,1.497700052,28.6968039425795
Smp_019690,0.890017051,7.51712641639125
Smp_019730,-1.04204557,8.83564714421556
Smp_019750,-1.168354386,6.65560772631489
Smp_019760,2.208842671,36.4509967379742
Smp_019790,1.353804187,20.0904439707588
Smp_019810,1.313038181,8.13018179202067
Smp_019840,0.789918656,7.84771165561694
Smp_019880,-0.72278334,4.03385826726097
Smp_019900,-1.091855733,6.60032627851896
Smp_019950,-2.06160532,27.3053948010664
Smp_019990,-0.615913336,3.47237009912866
Smp_020060,1.089161456,13.0395292224657
Smp_020070,-4.202030136,37.7798919119599
Smp_020080,-1.107602822,7.3429441471429
Smp_020130,-4.683058267,27.7212463990472
Smp_020170,-3.356851461,26.2525881921136
Smp_020200,1.157771656,16.9586073148418
Smp_020270,-1.223672909,6.71219827006977
Smp_020300,-0.685667854,3.33161408331
Smp_020340,-2.500384825,22.9065783148378
Smp_020370,-1.451280218,8.89279003035213
Smp_020450,-0.907871319,12.0154726866562
Smp_020480,2.691465479,53.2932822176632
Smp_020540,-7.963653214,41.6675615400844
Smp_020550,-3.060288733,6.29073003902417
Smp_020760,-1.736298456,26.9871627752948
Smp_020840,1.26112401,5.94309514866353
Smp_021040,-0.967912199,9.12842706445412
Smp_021070,1.271063336,12.267606240177
Smp_021130,0.919858532,7.05551732784983
Smp_021140,0.657135101,3.03368646148584
Smp_021220,-1.921601314,18.8728952016352
Smp_021290,-0.92285278,6.22841251911874
Smp_021340,-1.865605188,30.7644715530925
Smp_021540,1.550809355,16.3819519032879
Smp_021550,1.730848427,15.3115801779973
Smp_021590,2.718148176,81.1662156253435
Smp_021600,-1.550338584,15.9706162223148
Smp_021730,-1.156190237,5.31966448658544
Smp_021920,-3.367392033,10.9281179926939
Smp_021960,1.488465077,6.71669877129645
Smp_022020,0.818054857,4.59516628338006
Smp_022110,0.733140547,6.29843201494407
Smp_022140,1.065864622,11.7375489102696
Smp_022170,-0.987032994,12.3635121036466
Smp_022310,1.134570966,10.0824944904475
Smp_022340,-3.916231923,22.7011469235903
Smp_022400,-2.841960194,21.0043648054024
Smp_022410,-5.032032787,25.4202164033832
Smp_022450,-8.948673761,134.675717544702
Smp_022480,6.274771566,7.83863199776502
Smp_022540,-0.807410895,9.31247103878537
Smp_022630,-1.060197685,13.0056828473304
Smp_022640,1.196061354,5.55129368009492
Smp_022660,0.748203805,8.03715731879876
Smp_022720,5.29286043,11.5272435506828
Smp_022760,-3.026975141,23.478861916296
Smp_022810,-2.389078236,28.1857524042681
Smp_022870,4.326389702,90.9430951486635
Smp_022890,-4.053673507,47.9172146296835
Smp_022990,-0.659924755,5.21824462534753
Smp_023010,-2.54949276,11.9030899869919
Smp_023140,1.397924415,15.5751183633689
Smp_023160,-2.372117403,5.97881070093006
Smp_023530,0.85781118,5.75448733218585
Smp_023550,-1.025321979,9.77989191195995
Smp_023830,-3.620613742,20.6655462488491
Smp_023840,-1.213720958,6.42365864979421
Smp_023860,1.980702647,6.88941028970075
Smp_023930,-0.852351691,4.08460016478773
Smp_023990,1.209069408,9.48017200622428
Smp_024060,-0.799471118,6.34486156518862
Smp_024110,-2.101451477,15.3861581781239
Smp_024120,-2.354970218,11.1687703061329
Smp_024140,1.076689096,4.86012091359876
Smp_024150,-0.886591123,8.82681373158773
Smp_024190,1.4509056,9.13489602535887
Smp_024370,-1.705944576,28.1536628878702
Smp_024380,1.421696558,22.4168012260314
Smp_024450,-1.864654071,17.7986028756795
Smp_024520,-1.497021391,27.1146387799685
Smp_024670,0.910508333,6.19859628998265
Smp_024810,-6.103274353,47.8927900303521
Smp_024820,-1.954604544,31.9430951486635
Smp_024860,1.236200089,4.69680394257951
Smp_024870,-3.525422113,41.7772835288524
Smp_024900,0.902312154,9.31247103878537
Smp_024970,0.993803324,10.6946486305534
Smp_025030,-2.583006151,14.4522252946122
Smp_025130,1.293149507,17.301029995664
Smp_025360,-0.597350916,4.31336373073771
Smp_025370,-5.12183773,62.1687703061329
Smp_025380,-4.800520412,25.3665315444204
Smp_025410,-5.452268177,26.4546928835342
Smp_025550,0.689642845,5.74232142513082
Smp_025560,1.442482326,10.0741724253753
Smp_025620,-2.020139575,21.1944991418416
Smp_025700,0.829588465,3.6345120151091
Smp_025740,-1.861083563,26.2168113089247
Smp_025830,-1.171757492,3.18789853023393
Smp_026030,3.432658722,77.2160964207273
Smp_026160,-0.741351762,3.86327943284359
Smp_026230,-6.192858434,81.8210230527068
Smp_026260,-0.726855882,5.34103515733556
Smp_026280,-1.808001348,26.4412914294668
Smp_026400,3.730543787,46.3851027839669
Smp_026420,-1.509212683,8.33818731446274
Smp_026440,0.934434083,4.49349496759513
Smp_026540,-1.366473975,12.4647058799572
Smp_026560,-1.808697239,10.4749551929632
Smp_026570,-2.094282056,5.19791074211827
Smp_026670,-4.499235161,20.4190750243244
Smp_026770,1.241528357,11.8181564120552
Smp_026810,-2.04207026,3.49214412830417
Smp_026820,-2.11047278,10.5951662833801
Smp_026910,-1.337026948,11.5833594926617
Smp_027080,0.880196326,7.20971483596676
Smp_027220,0.631637219,4.53461714855158
Smp_027250,-1.279140693,12.0496351456239
Smp_027300,1.503661203,18.5850266520292
Smp_027340,-0.866900276,4.15614457737684
Smp_027370,-0.885213098,6.89279003035213
Smp_027430,-1.68023746,9.85698519974591
Smp_027480,-1.365263455,20.2013493545547
Smp_027550,0.812140678,6.36251027048749
Smp_027750,1.472160074,14.2881927709588
Smp_027850,0.927630636,10.5883802940368
Smp_027870,0.691457554,3.67382190675771
Smp_027890,1.452373565,11.5185573714977
Smp_027900,1.642918272,10.7670038896078
Smp_027920,2.846526569,32.7520267336382
Smp_027970,1.339596034,15.6055483191738
Smp_028050,2.826447888,70.7569619513137
Smp_028080,-1.10758037,13.7520267336382
Smp_028100,-0.894162304,4.65955588515988
Smp_028170,-1.331488577,9.91721462968355
Smp_028190,1.272157065,16.7077439286435
Smp_028210,-2.61960422,9.45717457304082
Smp_028440,0.768781973,3.72309493620913
Smp_028490,-1.986959447,19.5718652059712
Smp_028550,1.505287576,11.5559552040819
Smp_028620,-0.627829872,3.58670023591875
Smp_028650,0.924616159,6.94692155651658
Smp_028670,-5.479947528,61.6090648928966
Smp_028730,-0.678889343,6.38721614328026
Smp_028840,-7.81974644,22.3353580244439
Smp_028870,-3.91399791,22.7033348097385
Smp_028990,-0.883448151,3.38386701535135
Smp_029160,-1.70326966,20.3001622741328
Smp_029360,-1.189875046,8.59006687666871
Smp_029390,-1.818739751,24.2247537402598
Smp_029470,-0.858686241,10.5968794788242
Smp_029480,-0.850009391,3.09420411963213
Smp_029520,1.116077418,6.54060751224077
Smp_029670,-1.250762182,7.59859945921846
Smp_029780,-1.615366613,14.6840296545431
Smp_029790,-1.734073241,10.137868620687
Smp_029800,-1.795915139,14.2604276555499
Smp_030000,-2.199410039,25.8356471442156
Smp_030020,0.778735761,3.76712581394382
Smp_030150,-1.56836563,16.787812395596
Smp_030220,-0.792745495,4.93181413825384
Smp_030300,-1.451847104,7.93181413825384
Smp_030370,-1.922263652,13.3645162531851
Smp_030440,-3.017216169,22.8601209135988
Smp_030500,-1.78974439,28.3251388592622
Smp_030830,0.612695362,3.08810764334356
Smp_030860,0.616157229,4.56703070912559
Smp_030870,-2.133165092,13.4736607226102
Smp_030910,-2.152730738,6.79048498545737
Smp_030930,0.61579591,3.10971091049918
Smp_031010,0.589194866,3.33388186669568
Smp_031020,4.650651651,31.8632794328436
Smp_031040,0.966801152,13.4775557664937
Smp_031050,-0.996333744,9.92081875395237
Smp_031100,-0.838336497,5.67571754470231
Smp_031180,-10.75220752,23.3467874862247
Smp_031190,-7.138096554,37.4034029043735
Smp_031300,-4.024124831,25.5114492834996
Smp_031360,0.772545822,4.60380065290426
Smp_031430,-10.24992509,24.0809219076239
Smp_031590,-1.41147474,8.7851561519523
Smp_031860,-1.141743319,10.0357403698032
Smp_031880,-2.053776951,27.4111682744058
Smp_031940,0.826087085,4.04817696468409
Smp_031950,-1.155740167,9.79588001734407
Smp_031990,0.852680894,4.46092390120722
Smp_032000,0.799009732,4.39147396642281
Smp_032120,-1.118908422,8.50863830616573
Smp_032150,-1.413680167,3.87457729480675
Smp_032180,-1.738057701,18.5590909179348
Smp_032230,-0.776456509,5.85698519974591
Smp_032310,-1.193673314,9.79048498545737
Smp_032370,3.850391216,6.37263414340727
Smp_032470,2.625515398,12.4975728800156
Smp_032480,1.553836065,13.9030899869919
Smp_032490,2.861936673,74.7471469690201
Smp_032500,3.163258653,76.0877779434676
Smp_032520,-1.631152088,20.5030703519268
Smp_032720,-2.483285332,12.5128616245228
Smp_032780,0.789922314,5.93554201077308
Smp_032790,-1.318484189,11.0867160982396
Smp_032970,-11.093268,22.1408617027055
Smp_032980,-8.578299406,8.54821356447571
Smp_032990,-12.51575849,17.4854522473397
Smp_033010,-11.22302751,14.5559552040819
Smp_033020,0.717931339,5.80687540164554
Smp_033040,-2.166841987,33.3429441471429
Smp_033130,-1.072583749,4.90308998699194
Smp_033150,1.806741072,17.6420651529995
Smp_033200,-8.926699938,20.9030899869919
Smp_033210,0.828968344,3.15428136249815
Smp_033250,-6.812529271,16.8728952016352
Smp_033260,1.098363388,8.28066871301627
Smp_033330,-2.155904646,20.2612194415156
Smp_033400,-1.186745751,11.9281179926939
Smp_033510,2.361526123,5.90657831483777
Smp_033550,-2.317343262,36.2090115249112
Smp_033600,1.2636778,23.7235381958268
Smp_033610,-1.082076928,6.16430942850757
Smp_033660,0.995233033,12.0985416786039
Smp_033670,-0.621767079,4.08407278830288
Smp_033700,1.424467709,19.9100948885606
Smp_033710,0.89365031,8.5003129173816
Smp_033760,0.653562827,4.17005330405836
Smp_033870,-0.827449835,5.29756946355447
Smp_033970,0.775702853,8.82390874094432
Smp_034000,1.041871676,11.0705810742857
Smp_034080,2.077879488,16.8538719643218
Smp_034090,0.651280115,5.37571790416433
Smp_034120,-1.77979518,23.4329736338409
Smp_034220,0.755357863,4.87942606879415
Smp_034270,1.276163426,6.09854167860389
Smp_034400,-0.606738323,3.92445303860747
Smp_034410,-2.297104512,19.6595558851599
Smp_034420,-1.972086015,14.5833594926617
Smp_034500,1.376008387,6.03385826726097
Smp_034550,-3.484678301,76.8927900303521
Smp_034610,-5.171929508,23.6736641390712
Smp_034660,-0.809286006,5.15614457737684
Smp_034700,0.597975576,4.02779716162094
Smp_034840,-1.112169576,4.95078197732982
Smp_034850,-3.221504186,14.8761483590329
Smp_034860,2.790499439,9.20273245916928
Smp_034870,-0.800685668,5.52432881167557
Smp_034920,2.863353979,29.8268137315877
Smp_035010,-2.173697749,3.95300956203273
Smp_035020,-1.437822468,24.0931264652779
Smp_035030,1.006747149,7.46218090492673
Smp_035040,-1.491053387,4.11125903931711
Smp_035090,1.90520273,27.5346171485516
Smp_035140,-2.031247573,10.0371573187988
Smp_035160,-1.632418766,9.78781239559604
Smp_035180,-1.316593112,6.11407366019857
Smp_035190,1.003649428,5.06752623532285
Smp_035210,-2.982404728,32.3467874862247
Smp_035220,-2.008516432,17.6536470255494
Smp_035260,-8.633807626,179.95078197733
Smp_035290,-1.400928477,3.31751376179038
Smp_035360,0.972394516,6.53165266958784
Smp_035390,0.670799171,5.29670862188134
Smp_035460,1.381440211,12.1444808443322
Smp_035470,-0.801305468,7.5016894462104
Smp_035500,-2.08767263,15.838631997765
Smp_035560,-1.626022308,11.6038006529043
Smp_035700,2.112067864,24.1804560644581
Smp_035790,1.109934523,4.93930215964639
Smp_036010,-1.323686656,10.8632794328436
Smp_036020,-1.50714542,3.83490115572102
Smp_036090,1.011165891,10.378823718225
Smp_036220,-1.463472335,9.49485002168009
Smp_036500,0.985705055,10.3575354797579
Smp_036660,3.328467481,20.8181564120552
Smp_036720,-9.251129842,13.9788107009301
Smp_036930,1.419905372,24.5883802940368
Smp_036940,-0.781677141,3.33161408331
Smp_036990,-2.24971789,51.2502636844309
Smp_037120,0.741414407,3.27854141308341
Smp_037230,-4.556806216,75.8601209135988
Smp_037290,1.089936911,11.274088367705
Smp_037400,0.59041661,4.06398920428479
Smp_037510,-9.213703568,18.2967086218813
Smp_037540,-0.718765548,3.78231080145094
Smp_037590,2.564875673,63.0017406615763
Smp_037640,-0.971911588,6.08724669632868
Smp_037700,-1.074291476,3.6649274181864
Smp_037720,-3.382843434,4.95860731484177
Smp_037780,-1.214128886,10.0034883278458
Smp_037860,-0.86698805,6.14569395819892
Smp_037910,-1.339024698,8.61798295742513
Smp_037960,-3.314354832,37.6126101736613
